"search-number","evaluation","memory*","nchpercent*","trustindexmean*","initialexperience*","carepatchmean*","carefarmermean*","careothersmean*","fitness","num-replicates","best-fitness-so-far","best-fitness-rechecked"
"1","10","17","0.6900000000000001","0.8200000000000001","6.7","0.68","0.15","0.1","0.31877559707892067","10","0.31877559707892067","0.3297042605692741"
"1","20","11","0.49","0.76","7.1","0.37","0.75","0.04","0.36387730912325866","10","0.36387730912325866","0.36828432338752015"
"1","30","9","0.2","0.5","5.7","0.11","0.04","0.71","0.34444278541371864","10","0.36387730912325866","0.36828432338752015"
"1","40","19","0.64","0.09","6.3","0.2","0.33","0.9","0.14138403360748258","10","0.36387730912325866","0.36828432338752015"
"1","50","5","0.3","0.27","6","0.76","0.39","0.64","0.2380898130921402","10","0.36387730912325866","0.36828432338752015"
"1","60","22","0.4","0.52","7.6","0.47000000000000003","0.9","0.51","0.3953688718723466","10","0.3953688718723466","0.38400180308128956"
"1","70","8","0.99","0.34","7.800000000000001","0.68","0.14","0.9400000000000001","0.2722376905641063","10","0.3953688718723466","0.38400180308128956"
"1","80","5","0.91","0.11","6.2","0.4","0.97","0.23","0.1306265669870005","10","0.3953688718723466","0.38400180308128956"
"1","90","30","0.37","0.66","6.1","0.2","0.07","0.26","0.35869825765850527","10","0.3953688718723466","0.38400180308128956"
"1","100","18","0.81","0.06","7","0.38","0.19","0.92","0.12041110812081394","10","0.3953688718723466","0.38400180308128956"
"1","110","14","0.64","0.86","8.9","0.45","0.3","0.8200000000000001","0.2828854065357869","10","0.3953688718723466","0.38400180308128956"
"1","120","7","0.59","0.37","10","0.22","0.47000000000000003","0.07","0.31557106830090986","10","0.3953688718723466","0.38400180308128956"
"1","130","23","0.13","0.39","8.6","0.43","0.44","0.08","0.31757996450466197","10","0.3953688718723466","0.38400180308128956"
"1","140","27","0.45","0.77","7.4","0.64","0.07","0.3","0.386805783283592","10","0.3953688718723466","0.38400180308128956"
"1","150","10","0.96","0","5.3","0.04","0.24","0.84","0.09626576734311047","10","0.3953688718723466","0.38400180308128956"
"1","160","9","0.54","0.36","9.5","0.34","0.16","0.99","0.3125318908754856","10","0.3953688718723466","0.38400180308128956"
"1","170","20","0.3","0.2","9.4","0","0.3","0.8300000000000001","0.19331171503464","10","0.3953688718723466","0.38400180308128956"
"1","180","14","0.92","0.35000000000000003","5.7","0.6900000000000001","0.93","0.23","0.29205568757337436","10","0.3953688718723466","0.38400180308128956"
"1","190","27","0.61","0.61","8.1","0.6","0.04","0.55","0.4197093310727503","10","0.4197093310727503","0.39087473933355493"
"1","200","13","0.9","0.06","7.800000000000001","0.49","0.45","0.52","0.11495708263121589","10","0.4197093310727503","0.39087473933355493"
"1","210","23","0.59","0.9500000000000001","7.4","0.89","0.96","0.75","0.19520176160446548","10","0.4197093310727503","0.39087473933355493"
"1","220","9","0.24","0.9500000000000001","6.2","0.05","0.9400000000000001","0.11","0.19542830299604463","10","0.4197093310727503","0.39087473933355493"
"1","230","5","0.79","0.22","7.6","0.8","0.79","0.53","0.23047572334151992","10","0.4197093310727503","0.39087473933355493"
"1","240","9","0.8","0.9400000000000001","8.8","0.9","0.2","0.56","0.21602809394489406","10","0.4197093310727503","0.39087473933355493"
"1","250","11","0.65","0.52","9.3","0.84","0.64","0.47000000000000003","0.40028922793518174","10","0.4197093310727503","0.39087473933355493"
"1","260","27","0.55","0.55","7.7","0.34","0.05","0.97","0.4215389830746835","10","0.4215389830746835","0.3574651538345596"
"1","270","13","0.89","0.73","9.3","0.67","0","0.21","0.3988964083387384","10","0.4215389830746835","0.3574651538345596"
"1","280","30","0.06","0.13","7.2","0.79","0.75","0.22","0.14300180723910177","10","0.4215389830746835","0.3574651538345596"
"1","290","15","0.49","0.6","7.9","0.9400000000000001","0.8200000000000001","0.26","0.3963720794530121","10","0.4215389830746835","0.3574651538345596"
"1","300","16","0.07","0.89","6","0.5","0.32","0.91","0.23048027190152118","10","0.4215389830746835","0.3574651538345596"
"1","310","14","0.96","0.96","9.3","0.13","0.26","0.85","0.17439170915710328","10","0.4215389830746835","0.3574651538345596"
"1","320","24","0.28","0.81","8.6","0.41000000000000003","0.76","0.31","0.329334097691114","10","0.4215389830746835","0.3574651538345596"
"1","330","20","0.35000000000000003","0.49","9.7","0.49","0.54","0.76","0.3973552527929983","10","0.4215389830746835","0.3574651538345596"
"1","340","11","0.39","0.8","5.2","0.9500000000000001","0.71","0.9","0.33252443974438217","10","0.4215389830746835","0.3574651538345596"
"1","350","7","0.21","0.9400000000000001","6.5","0.8300000000000001","0.33","0","0.19320654177172208","10","0.4215389830746835","0.3574651538345596"
"1","360","27","1","0.63","6.8","0.21","0.27","0.61","0.38721715620838476","10","0.4215389830746835","0.3574651538345596"
"1","370","13","0.55","0.06","8.3","0.01","0.79","0.99","0.12726021879997151","10","0.4215389830746835","0.3574651538345596"
"1","380","29","0.34","0.54","5.4","0.24","0.33","0.23","0.42689512289129183","10","0.42689512289129183","0.37762047852726793"
"1","390","22","0.75","0.9400000000000001","9.4","0.97","0.81","0.22","0.2316319852052799","10","0.42689512289129183","0.37762047852726793"
"1","400","9","0.85","0.11","5.8","0.1","0.45","0.6","0.13495377099479944","10","0.42689512289129183","0.37762047852726793"
"1","410","21","0.89","0.45","5.7","0.02","0.09","0.02","0.34589250728690846","10","0.42689512289129183","0.37762047852726793"
"1","420","14","0.65","0.61","9.7","0.16","0.01","0.09","0.45137309591215324","10","0.45137309591215324","0.4682794427690654"
"1","430","9","0.34","0.56","8.5","0.3","0.08","0.26","0.3899241360310706","10","0.45137309591215324","0.4682794427690654"
"1","440","22","0.71","0.74","6.6","0.52","0.3","0.86","0.3408600754848889","10","0.45137309591215324","0.4682794427690654"
"1","450","26","0.42","0.7000000000000001","8.7","0.67","0.08","0.19","0.42043672483359285","10","0.45137309591215324","0.4682794427690654"
"1","460","20","0.88","0.19","9.3","0.36","0.6","0.8200000000000001","0.1863164864165403","10","0.45137309591215324","0.4682794427690654"
"1","470","18","0.23","0.87","9.5","0.07","0.65","0.33","0.2801930400381857","10","0.45137309591215324","0.4682794427690654"
"1","480","14","0.61","0.76","7.300000000000001","0.15","0.8200000000000001","0.46","0.3601661411979073","10","0.45137309591215324","0.4682794427690654"
"1","490","18","0.59","0.84","8.9","0.6900000000000001","0.77","0.05","0.3299001790264275","10","0.45137309591215324","0.4682794427690654"
"1","500","9","0","0.76","5.1","0.77","0.54","0.68","0.32553818795246914","10","0.45137309591215324","0.4682794427690654"
"1","510","11","0.93","0.76","5.1","0.77","0.54","0.68","0.36491451107901846","10","0.45137309591215324","0.4682794427690654"
"1","520","9","0.19","0.52","9.3","0.8300000000000001","0.64","0.47000000000000003","0.39208274071288335","10","0.45137309591215324","0.4682794427690654"
"1","530","13","0.89","0.72","9.3","0.67","0.93","0.23","0.380508678412738","10","0.45137309591215324","0.4682794427690654"
"1","540","14","0.92","0.35000000000000003","5.7","0.6900000000000001","0","0.21","0.3381762854298487","10","0.45137309591215324","0.4682794427690654"
"1","550","15","0.42","0.75","8.7","0.67","0.08","0.19","0.4083736477830956","10","0.45137309591215324","0.4682794427690654"
"1","560","27","0.72","0.55","7.7","0.34","0.05","0.97","0.37842430979303454","10","0.45137309591215324","0.4682794427690654"
"1","570","27","0.55","0.4","7.7","0.34","0.05","0.97","0.3288666336554008","10","0.45137309591215324","0.4682794427690654"
"1","580","25","0.34","0.6","8.1","0.6","0.04","0.55","0.41848815260989686","10","0.45137309591215324","0.4682794427690654"
"1","590","27","0.61","0.5700000000000001","8.5","0.3","0.08","0.26","0.45186024946928177","10","0.45186024946928177","0.4395170389232973"
"1","600","27","0.4","0.66","6.2","0.2","0.07","0.26","0.4269566453247949","10","0.45186024946928177","0.4395170389232973"
"1","610","30","0.59","0.4","7.4","0.34","0.05","0.97","0.3501931296904068","10","0.45186024946928177","0.4395170389232973"
"1","620","27","0.45","0.77","7.4","0.09","0.07","0.3","0.3505596406971795","10","0.45186024946928177","0.4395170389232973"
"1","630","24","0.03","0.81","8.6","0.41000000000000003","0.77","0.24","0.2853424318506225","10","0.45186024946928177","0.4395170389232973"
"1","640","13","0.89","0.73","9.3","0.67","0.31","0.21","0.37820029690211754","10","0.45186024946928177","0.4395170389232973"
"1","650","5","0.3","0.27","6","0.76","0.9","0.51","0.2523632154978679","10","0.45186024946928177","0.4395170389232973"
"1","660","22","0.4","0.52","7.6","0.47000000000000003","0.39","0.75","0.3697424677422009","10","0.45186024946928177","0.4395170389232973"
"1","670","14","0.66","0.52","9.3","0.84","0.64","0.32","0.3950380833446764","10","0.45186024946928177","0.4395170389232973"
"1","680","11","0.63","0.76","7.300000000000001","0.34","0.85","0.41000000000000003","0.34468656156684624","10","0.45186024946928177","0.4395170389232973"
"1","690","18","0.23","0.87","9.5","0.07","0.07","0.22","0.25582550705242074","10","0.45186024946928177","0.4395170389232973"
"1","700","30","0.37","0.66","6.1","0.2","0.65","0.33","0.4086204944853103","10","0.45186024946928177","0.4395170389232973"
"1","710","22","0.4","0.76","5.1","0.77","0.54","0.68","0.3469084178422037","10","0.45186024946928177","0.4395170389232973"
"1","720","14","0","0.52","7.6","0.47000000000000003","0.9","0.51","0.3960097806307738","10","0.45186024946928177","0.4395170389232973"
"1","730","27","0.9400000000000001","0.77","7.4","0.64","0.07","0.9","0.3637794179478832","10","0.45186024946928177","0.4395170389232973"
"1","740","22","0.71","0.74","6.6","0.52","0.3","0.52","0.3630592101127402","10","0.45186024946928177","0.4395170389232973"
"1","750","15","0.49","0.6","7.9","0.9400000000000001","0.9","0.51","0.4065236573045012","10","0.45186024946928177","0.4395170389232973"
"1","760","22","0.4","0.52","7.6","0.47000000000000003","0.79","0.26","0.4105085231310312","10","0.45186024946928177","0.4395170389232973"
"1","770","8","0.99","0.65","6.1","0.2","0.07","0.26","0.3939290066847274","10","0.45186024946928177","0.4395170389232973"
"1","780","30","0.37","0.3","7.800000000000001","0.68","0.14","0.9400000000000001","0.2883508499196289","10","0.45186024946928177","0.4395170389232973"
"1","790","20","0.35000000000000003","0.49","9.7","0.49","0.65","0.47000000000000003","0.35637753829015695","10","0.45186024946928177","0.4395170389232973"
"1","800","11","0.65","0.52","9.3","0.84","0.55","0.76","0.3887529569173041","10","0.45186024946928177","0.4395170389232973"
"1","810","18","0.55","0.61","9.8","0.16","0.01","0.09","0.45247129568000977","10","0.45247129568000977","0.45844581392422673"
"1","820","14","0.3","0.87","9.5","0.07","0.65","0.33","0.25164716604452514","10","0.45247129568000977","0.45844581392422673"
"1","830","9","0.14","0.71","8.5","0.3","0.08","0","0.4311781354919166","10","0.45247129568000977","0.45844581392422673"
"1","840","18","0.59","0.85","8.9","0.6900000000000001","0.77","0.79","0.2992057237401596","10","0.45247129568000977","0.45844581392422673"
"1","850","9","0.37","0.56","8.5","0.3","0.08","0.26","0.40602157323766824","10","0.45247129568000977","0.45844581392422673"
"1","860","18","0.31","0.9500000000000001","9.3","0.13","0.26","0.42","0.2049680423819294","10","0.45247129568000977","0.45844581392422673"
"1","870","18","0.59","0.84","8.9","0.6900000000000001","0.8200000000000001","0.05","0.28845308923687396","10","0.45247129568000977","0.45844581392422673"
"1","880","27","0.45","0.77","7.4","0.45","0.04","0.3","0.3770875406994894","10","0.45247129568000977","0.45844581392422673"
"1","890","22","0.71","0.74","6.6","0.52","0.97","0.86","0.35171958451331675","10","0.45247129568000977","0.45844581392422673"
"1","900","14","0.75","0.86","8.9","0.45","0.3","0.8200000000000001","0.2787348802904483","10","0.45247129568000977","0.45844581392422673"
"1","910","27","1","0.63","6.8","0.42","0.27","0.61","0.3798366252331779","10","0.45247129568000977","0.45844581392422673"
"1","920","11","0.52","0.76","7.1","0.37","0.75","0","0.3454824026958459","10","0.45247129568000977","0.45844581392422673"
"1","930","15","0.43","0.75","8.6","0.67","0.23","0.19","0.3711683309523436","10","0.45247129568000977","0.45844581392422673"
"1","940","15","0.42","0.75","8.4","0.67","0.55","0.19","0.3454731270237471","10","0.45247129568000977","0.45844581392422673"
"1","950","27","0.45","0.77","7.4","0.14","0.79","0.26","0.3488643788864515","10","0.45247129568000977","0.45844581392422673"
"1","960","22","0.4","0.52","7.6","0.32","0.04","0.3","0.4041027097484592","10","0.45247129568000977","0.45844581392422673"
"1","970","27","0.61","0.5700000000000001","8.5","0.8200000000000001","0.08","0.21","0.46543139609551154","10","0.46543139609551154","0.461714659419347"
"1","980","27","0.29","0.38","8.5","0.49","0.08","0.26","0.3451638411952952","10","0.46543139609551154","0.461714659419347"
"1","990","13","0.89","0.86","7.4","0.67","0","0.21","0.28991325998697715","10","0.46543139609551154","0.461714659419347"
"1","1000","27","0.61","0.5700000000000001","8.5","0.49","0.08","0.26","0.43053114909025386","10","0.46543139609551154","0.461714659419347"
"1","1010","22","0.4","0.43","7.6","0.47000000000000003","0.9","0.51","0.3593682059409818","10","0.46543139609551154","0.461714659419347"
"1","1020","22","0.71","0.74","8.1","0.52","0.3","0.52","0.35391877087315404","10","0.46543139609551154","0.461714659419347"
"1","1030","9","0.19","0.52","9.3","0.8300000000000001","0.64","0.44","0.39420025905974776","10","0.46543139609551154","0.461714659419347"
"1","1040","26","0.45","0.74","7.4","0.09","0.07","0.3","0.3794075650973686","10","0.46543139609551154","0.461714659419347"
"1","1050","11","0.37","0.56","8.5","0.3","0.08","0.26","0.4018633448404336","10","0.46543139609551154","0.461714659419347"
"1","1060","27","0.9400000000000001","0.77","7.4","0.64","0.07","0.9","0.32059638960843945","10","0.46543139609551154","0.461714659419347"
"1","1070","27","0.61","0.5700000000000001","8.4","0.3","0.08","0.37","0.42352237252611696","10","0.46543139609551154","0.461714659419347"
"1","1080","27","0.14","0.71","8.5","0.3","0.08","0","0.38396532381393633","10","0.46543139609551154","0.461714659419347"
"1","1090","16","0.35000000000000003","0.49","9.7","0.49","0.54","0.76","0.38623659493753576","10","0.46543139609551154","0.461714659419347"
"1","1100","27","0.61","0.06","8.5","0.3","0.23","0.79","0.130144094360498","10","0.46543139609551154","0.461714659419347"
"1","1110","22","0.71","0.74","7.300000000000001","0.52","0.3","0.19","0.38018399854528223","10","0.46543139609551154","0.461714659419347"
"1","1120","13","0.89","0.73","9.3","0.4","0.9","0.51","0.3829673724084709","10","0.46543139609551154","0.461714659419347"
"1","1130","27","0.43","0.52","7.6","0.97","0.31","0.1","0.4151370884770172","10","0.46543139609551154","0.461714659419347"
"1","1140","11","0.49","0.6","7.9","0.01","0.79","0.51","0.4170131702567904","10","0.46543139609551154","0.461714659419347"
"1","1150","26","0.37","0.66","6.1","0.2","0.65","0.34","0.38816072211633557","10","0.46543139609551154","0.461714659419347"
"1","1160","18","0.55","0.61","9.8","0.3","0.67","0","0.401666923295162","10","0.46543139609551154","0.461714659419347"
"1","1170","9","0.01","0.71","8.5","0.16","0.01","0.09","0.3868177695559517","10","0.46543139609551154","0.461714659419347"
"1","1180","27","0.61","0.61","8.2","0.18","0.08","0.26","0.41508902206672094","10","0.46543139609551154","0.461714659419347"
"1","1190","27","0.61","0.5700000000000001","7.800000000000001","0.6","0.27","0.55","0.42018429280051234","10","0.46543139609551154","0.461714659419347"
"1","1200","11","0.93","0.76","5.1","0.77","0.22","0.26","0.33712134604679184","10","0.46543139609551154","0.461714659419347"
"1","1210","9","0.37","0.56","8.5","0.3","0.55","0.75","0.39686809387943583","10","0.46543139609551154","0.461714659419347"
"1","1220","22","0.37","0.66","6","0.2","0.9400000000000001","0.09","0.36857819282763093","10","0.46543139609551154","0.461714659419347"
"1","1230","18","0.54","0.61","9.8","0.16","0.65","0.32","0.40617475903820033","10","0.46543139609551154","0.461714659419347"
"1","1240","14","0.9","0.52","8.5","0.34","0.08","0.26","0.38277023471577915","10","0.46543139609551154","0.461714659419347"
"1","1250","27","0.61","0.5700000000000001","7.6","0.47000000000000003","0.9","0.51","0.4188992621614734","10","0.46543139609551154","0.461714659419347"
"1","1260","13","0.89","0.72","9.3","0.67","0.07","0.21","0.40868683863388855","10","0.46543139609551154","0.461714659419347"
"1","1270","30","0.58","0.77","6.1","0.19","0.65","0.62","0.3506369014178113","10","0.46543139609551154","0.461714659419347"
"1","1280","27","0.4","0.66","6.2","0.2","0.24","0.26","0.41098438963201256","10","0.46543139609551154","0.461714659419347"
"1","1290","21","0.4","0.52","7.6","0.47000000000000003","0.02","0.51","0.39119049721935156","10","0.46543139609551154","0.461714659419347"
"1","1300","22","0.4","0.53","7.6","0.47000000000000003","0.79","0.26","0.38558477691370985","10","0.46543139609551154","0.461714659419347"
"1","1310","15","0.42","0.71","8.7","0.67","0.08","0.19","0.42732790521237557","10","0.46543139609551154","0.461714659419347"
"1","1320","20","0.35000000000000003","0.49","9.7","0.49","0.54","0.67","0.40071183432507756","10","0.46543139609551154","0.461714659419347"
"1","1330","27","0.4","0.66","6.1","0.27","0.07","0.26","0.42760919693110305","10","0.46543139609551154","0.461714659419347"
"1","1340","15","0.65","0.86","7.4","0.84","0.55","0.76","0.2768825341411366","10","0.46543139609551154","0.461714659419347"
"1","1350","9","0.34","0.63","8.1","0.6","0.04","0.48","0.43169275031441395","10","0.46543139609551154","0.461714659419347"
"1","1360","14","0","0.52","7.6","0.47000000000000003","0.79","0.51","0.3709850009742552","10","0.46543139609551154","0.461714659419347"
"1","1370","15","0.14","0.6","7.9","0.65","0.9","0.51","0.4130913820694226","10","0.46543139609551154","0.461714659419347"
"1","1380","22","0.4","0.51","5.1","0.77","0.54","0.68","0.4072120117206438","10","0.46543139609551154","0.461714659419347"
"1","1390","13","0.89","0.73","9.3","0.72","0","0.21","0.4070679693730164","10","0.46543139609551154","0.461714659419347"
"1","1400","9","0.14","0.56","8.5","0.3","0.4","0","0.4117618019786523","10","0.46543139609551154","0.461714659419347"
"2","10","11","0.46","0.97","9.3","0.97","0.38","0.97","0.1966864111596454","10","0.1966864111596454","0.20899825397248453"
"2","20","9","0.78","0.18","8.1","0.26","0.44","0.14","0.17840691430030098","10","0.1966864111596454","0.20899825397248453"
"2","30","5","0.86","0.93","6.2","0","0.6","0.14","0.20249636916515193","10","0.20249636916515193","0.2319966011690028"
"2","40","8","1","0.3","6.2","0.78","0.41000000000000003","0.09","0.28084919826437094","10","0.28084919826437094","0.2656232359589722"
"2","50","19","0","0.71","9.3","0.8300000000000001","0.67","0.52","0.3925293909265834","10","0.3925293909265834","0.37217244909049135"
"2","60","18","0.5700000000000001","0","8","0.9","0.58","0.6","0.1139628402105431","10","0.3925293909265834","0.37217244909049135"
"2","70","9","0.61","0.07","5.8","0.9500000000000001","0.81","0.12","0.1327418566530833","10","0.3925293909265834","0.37217244909049135"
"2","80","27","0.64","0.34","6.3","0.64","0.15","0.54","0.30188818360331393","10","0.3925293909265834","0.37217244909049135"
"2","90","13","0.8200000000000001","0.99","5.9","0.74","0.56","0.66","0.1796094106998727","10","0.3925293909265834","0.37217244909049135"
"2","100","22","0.42","0.38","8.4","0.18","0.37","0.5700000000000001","0.30586436755059687","10","0.3925293909265834","0.37217244909049135"
"2","110","22","0.45","0.14","7.2","0.72","0.59","0.97","0.1513169216418982","10","0.3925293909265834","0.37217244909049135"
"2","120","29","0.86","0.39","5.8","0.8200000000000001","0.07","0.58","0.292093893605492","10","0.3925293909265834","0.37217244909049135"
"2","130","11","0.11","0.88","9.3","0.24","0.9","0.02","0.23521123796198978","10","0.3925293909265834","0.37217244909049135"
"2","140","12","0.32","0.41000000000000003","9.3","0.19","0.1","0.32","0.33893035972144425","10","0.3925293909265834","0.37217244909049135"
"2","150","18","0.46","0.3","5.9","0.08","0.49","0.43","0.26475153506634486","10","0.3925293909265834","0.37217244909049135"
"2","160","16","0.73","0.22","7","0.07","0.06","0.18","0.19554904430616918","10","0.3925293909265834","0.37217244909049135"
"2","170","18","0.39","0.08","6.8","0.71","0.45","0.78","0.12268782669715197","10","0.3925293909265834","0.37217244909049135"
"2","180","29","0.93","0.48","9.2","0.41000000000000003","0.56","0.26","0.34532672236803175","10","0.3925293909265834","0.37217244909049135"
"2","190","16","0.21","0.23","6.3","0.37","0.42","0.25","0.23238227148874416","10","0.3925293909265834","0.37217244909049135"
"2","200","8","0.02","0.19","9.600000000000001","0.85","0.16","0.99","0.19839566874889403","10","0.3925293909265834","0.37217244909049135"
"2","210","18","0.11","0.04","7.4","0.84","0.36","0.77","0.10925455965614525","10","0.3925293909265834","0.37217244909049135"
"2","220","28","0.08","0.15","9.7","0.25","0.5700000000000001","0.97","0.15749095302150357","10","0.3925293909265834","0.37217244909049135"
"2","230","19","0.2","0.12","5.8","0.34","0.84","0.8300000000000001","0.13589867243191295","10","0.3925293909265834","0.37217244909049135"
"2","240","13","0.71","0.34","8.3","0.06","0.02","0.7000000000000001","0.30521049110959425","10","0.3925293909265834","0.37217244909049135"
"2","250","22","0.75","0.93","9.100000000000001","0.68","0.7000000000000001","0.01","0.2193068845973773","10","0.3925293909265834","0.37217244909049135"
"2","260","17","0.02","0.86","5","0.65","0.66","0.37","0.2712267804232809","10","0.3925293909265834","0.37217244909049135"
"2","270","26","0.8","0.45","7","0.26","0.54","0.17","0.3860289645387484","10","0.3925293909265834","0.37217244909049135"
"2","280","26","0.98","0.98","7.4","0.32","0.78","0.89","0.159876472276553","10","0.3925293909265834","0.37217244909049135"
"2","290","27","0.64","0.76","7","0.1","0.55","0.52","0.37568933390014453","10","0.3925293909265834","0.37217244909049135"
"2","300","10","0.49","0.99","7.5","0.26","0.18","0.13","0.16955693183139925","10","0.3925293909265834","0.37217244909049135"
"2","310","7","0.36","0.33","6","0.01","0.99","0.42","0.28812259069529844","10","0.3925293909265834","0.37217244909049135"
"2","320","15","0.9","0.51","5","0.65","0.55","0.8","0.3927305529306575","10","0.3927305529306575","0.371248466203823"
"2","330","14","0.71","0.27","8.4","0.53","0.01","0.43","0.2527917037408212","10","0.3927305529306575","0.371248466203823"
"2","340","9","0.55","0.66","7.4","0.76","0.18","0.84","0.415301518701944","10","0.415301518701944","0.4008797817365409"
"2","350","6","0.68","0.11","5.4","0.65","0.7000000000000001","0.81","0.13874816962284853","10","0.415301518701944","0.4008797817365409"
"2","360","26","0.01","0.8300000000000001","6.8","0.1","0.84","0.41000000000000003","0.2771234918776705","10","0.415301518701944","0.4008797817365409"
"2","370","5","0.11","0.42","8.1","0.11","0.3","0.19","0.3356218589911311","10","0.415301518701944","0.4008797817365409"
"2","380","9","0.64","0.9","5.8","0.34","0.6","0.89","0.23672660060041567","10","0.415301518701944","0.4008797817365409"
"2","390","8","0.18","0.9","7.2","0.11","0.49","0.99","0.20511608772416995","10","0.415301518701944","0.4008797817365409"
"2","400","20","0.58","0.46","5.4","0.29","0.09","0.73","0.384956150084215","10","0.415301518701944","0.4008797817365409"
"2","410","9","0.16","0.71","10","0.08","0.1","0.01","0.39922629057674724","10","0.415301518701944","0.4008797817365409"
"2","420","30","0","0.18","9.7","0.59","0.65","0.6900000000000001","0.15886545879129207","10","0.415301518701944","0.4008797817365409"
"2","430","13","0.44","0.9400000000000001","9.7","0.14","0.92","0.54","0.2182644723709158","10","0.415301518701944","0.4008797817365409"
"2","440","26","0.67","0.6","6.8","0.86","0.09","0.79","0.39924733000119844","10","0.415301518701944","0.4008797817365409"
"2","450","21","0.35000000000000003","0.7000000000000001","7.5","0.63","0.04","0.9500000000000001","0.4185607524881304","10","0.4185607524881304","0.39128139051581445"
"2","460","9","0.98","0.48","8.3","0.4","0.76","0.93","0.3925032915815311","10","0.4185607524881304","0.39128139051581445"
"2","470","24","0.73","0.27","7.2","0.9","0.04","0.68","0.24619813127949203","10","0.4185607524881304","0.39128139051581445"
"2","480","19","0.19","0.4","8.8","0.28","0.5","0.1","0.3125988873610605","10","0.4185607524881304","0.39128139051581445"
"2","490","18","0.01","0.61","5","0.56","0.67","0.28","0.36950085573963215","10","0.4185607524881304","0.39128139051581445"
"2","500","22","0.58","0.54","6.4","0.96","0.52","0.59","0.44743128913900077","10","0.44743128913900077","0.4369361020320735"
"2","510","20","0.58","0.17","5.4","0.29","0.53","0.32","0.16164509387460874","10","0.44743128913900077","0.4369361020320735"
"2","520","5","0.35000000000000003","0.41000000000000003","9.3","0.19","0.09","0.73","0.3755010710098347","10","0.44743128913900077","0.4369361020320735"
"2","530","26","0.8","0.45","7","0.37","0.04","0.97","0.3753192477611321","10","0.44743128913900077","0.4369361020320735"
"2","540","20","0.35000000000000003","0.7000000000000001","7.5","0","0.54","0.17","0.3745564651553366","10","0.44743128913900077","0.4369361020320735"
"2","550","17","0.02","0.86","6.8","0.1","0.84","0.41000000000000003","0.26569594668878577","10","0.44743128913900077","0.4369361020320735"
"2","560","26","0.01","0.8300000000000001","5","0.65","0.66","0.41000000000000003","0.24942121706685622","10","0.44743128913900077","0.4369361020320735"
"2","570","12","0.32","0.4","9.3","0.19","0.21","0.84","0.3329350840570686","10","0.44743128913900077","0.4369361020320735"
"2","580","9","0.55","0.66","7.4","0.76","0.13","0.32","0.3869400266340358","10","0.44743128913900077","0.4369361020320735"
"2","590","12","0.32","0.41000000000000003","9.3","0.19","0.53","0.75","0.354865471676902","10","0.44743128913900077","0.4369361020320735"
"2","600","27","0.64","0.76","7","0.1","0.08","0.32","0.3565511115959291","10","0.44743128913900077","0.4369361020320735"
"2","610","21","0.35000000000000003","0.38","9.5","0.18","0.37","0.5700000000000001","0.3462231627020854","10","0.44743128913900077","0.4369361020320735"
"2","620","22","0.42","0.6900000000000001","8","0.63","0.04","0.9500000000000001","0.42313796677902527","10","0.44743128913900077","0.4369361020320735"
"2","630","22","0.14","0.14","5.1","0.65","0.66","0.26","0.14609318465846421","10","0.44743128913900077","0.4369361020320735"
"2","640","20","0.02","0.86","7.300000000000001","0.72","0.59","0.97","0.27178257540986106","10","0.44743128913900077","0.4369361020320735"
"2","650","14","0.55","0.93","7.4","0.76","0.29","0.79","0.23137414629511252","10","0.44743128913900077","0.4369361020320735"
"2","660","26","0.01","0.8300000000000001","6.8","0.1","0.84","0.91","0.2878959128488097","10","0.44743128913900077","0.4369361020320735"
"2","670","9","0.98","0.48","8","0.63","0.04","0.96","0.3510535632001786","10","0.44743128913900077","0.4369361020320735"
"2","680","21","0.35000000000000003","0.7000000000000001","8.8","0.23","0.76","0.93","0.3816739155896892","10","0.44743128913900077","0.4369361020320735"
"2","690","12","0.32","0.41000000000000003","6.4","0.9500000000000001","0.52","0.59","0.34833470346432904","10","0.44743128913900077","0.4369361020320735"
"2","700","22","0.59","0.54","8.9","0.19","0.1","0.32","0.3976831244451834","10","0.44743128913900077","0.4369361020320735"
"2","710","9","0.55","0.66","7.4","0.76","0.49","0.52","0.40026430433531923","10","0.44743128913900077","0.4369361020320735"
"2","720","19","0","0.68","9.3","0.8300000000000001","0.23","0.84","0.38845484145629783","10","0.44743128913900077","0.4369361020320735"
"2","730","27","0.63","0.71","9.3","0.8300000000000001","0.67","0.52","0.3888674647957492","10","0.44743128913900077","0.4369361020320735"
"2","740","19","0.97","0.8300000000000001","7","0.1","0.55","0.52","0.30758357195598396","10","0.44743128913900077","0.4369361020320735"
"2","750","18","0.46","0.3","9.600000000000001","0.85","0.16","0.99","0.24289661159316173","10","0.44743128913900077","0.4369361020320735"
"2","760","8","0.02","0.84","5.9","0.08","0.46","0.43","0.29086610370219546","10","0.44743128913900077","0.4369361020320735"
"2","770","9","0.98","0.48","8.3","0.4","0.76","0.34","0.39047533286965447","10","0.44743128913900077","0.4369361020320735"
"2","780","12","0.32","0.41000000000000003","9.3","0.19","0.1","0.9500000000000001","0.3490286260662313","10","0.44743128913900077","0.4369361020320735"
"2","790","9","0.47000000000000003","0.72","10","0.67","0.13","0.65","0.3969742385140953","10","0.44743128913900077","0.4369361020320735"
"2","800","12","0.98","0.48","8.3","0.4","0.76","0.29","0.35748942757278823","10","0.44743128913900077","0.4369361020320735"
