subsidy,farmSize,Income,Net_Prod,NCH_Patches,NCH_Strategy,NCH_Efficiency,Income_Dev,HS_Patches
0.0,0.08,-0.9066901485619677,0.3442749314965643,-0.8024065484112022,-0.4735248791562088,-1.0888949823349896,1.3805753638894767,0.7438649817637926
0.0,0.08,-1.1446464204317643,0.08141389436694182,-0.8002987628748215,-0.2592660348776012,-0.8328452037295281,1.5824434724473568,0.5048170406216551
0.0,0.08,-0.7604544197581931,0.5058158525940323,-0.8019849913039261,-0.9716309102996397,-1.0057187374681726,0.4230660584867245,0.9112966450534957
0.0,0.08,-0.864313390215097,0.39108688800319885,-0.7994556486602693,-0.5412819495691013,-0.9709353573479652,1.3635101158093283,0.7661019995444567
0.0,0.08,-1.1508233716484284,0.0745904566388543,-0.7948185204802317,-0.5577633991289944,-0.2948944009375271,1.2953670116955676,0.48486912761253115
0.0,0.08,-0.7578687192488957,0.5086721753639251,-0.8024065484112022,-0.634676830408495,-0.7372677144330351,1.0993423583861497,0.882192312958217
0.0,0.08,-1.0867554590290949,0.14536378749294915,-0.7994556486602693,-0.29406020617070766,-0.8163178820920756,1.446968425837442,0.5515801809545229
0.0,0.08,-0.9176075507123477,0.33221490202366905,-0.798612534445717,-0.5174754113159229,-1.0198605695381424,1.306775269461013,0.7131255748316985
0.0,0.08,-1.2179797598760962,0.00040540692071332283,-0.80156343419665,0.028243696333863862,-0.6618349424298583,1.6014174935953165,0.36616269445987043
0.0,0.08,-1.082086833109521,0.15052103693859892,-0.7922891778365749,-0.7134215338613167,-0.503799931975294,1.1587459676550629,0.5636797347469429
0.0,0.08,-0.7739575224178732,0.490899500351241,-0.7931322920511271,-0.8159727755673172,-1.0285078216660943,0.9733908099357315,0.8769600734804125
0.0,0.08,-0.8421194608436002,0.4156036584448093,-0.8036712197330306,-0.6896149956081387,-1.1383382738731807,1.1758605736448362,0.8315049930169968
0.0,0.08,-1.2263114615171757,-0.00879829978228593,-0.8002987628748215,-0.06515118450553019,-0.9868036025636064,1.758623389110533,0.40344240073921933
0.0,0.08,-0.9036734979677855,0.34760730806144136,-0.7981909773384409,-0.6767960903948878,-1.0935326501754747,1.274095337448701,0.7461540865353322
0.0,0.08,-1.340154108940546,-0.13455584395688575,-0.7965047489093363,0.05388150676036417,-0.765176179448052,1.6533549715145166,0.2641340246427068
